Material_Code,itemdesc,Item_Type,State_Name,Valid_Start_Date,Valid_End_Date,Sale_Start_Date,Sale_End_Date,SerialNo_Entry_Start_Date,SerialNo_Entry_End_Date,Entries_Count,Multiplier_Count,Multiplier_Type
F1108NGL0135,TEZ 12V135AH TST1618 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108LGC0150,TEZ 12V150AH TSTT1824 LHTT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108NGM0150 ,TEZ 12V150AH TST1818 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BEH0075,LPT 1275HX SOLAR FNSD BTY 5Y,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CGN0160,TEZ 12V150AH TSTT 2030 TT FNSD BTY ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1121NJR0150,SAFE POWER 12V150AH SFP500 LHTT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1121NJS0220,SAFE POWER 12V220AH SFP800 TT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BHX0100,LPT 12100HX SOLAR FNSD BTY N150J ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105AJG0155,ELECTRA V14 155AH LE19000+ FP FNSD BTY ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NJI0145,ELECTRA V14 145AH LET1928 TUB FNSD BTY ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NJL0150,ELECTRA V14 150AH LET528N LHTT FNSD BTY ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NJM0155,ELECTRA V14 155AH LE568TT TT FNSD BTY ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NJN0155,ELECTRA V14 155AH LE578TT TT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NJP0175,ELECTRA V14 175AH LE590TT TT FNSD BTY ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103NJE0150,LUM 12V150AH T5000HR LHTT FNSD BTY ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102NJT0160,LUMINOUS 12V160AH LT550N TT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102NJU0165,LUMINOUS 12V165AH ILTT22048 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NJQ0175,ELECTRA V14 175AH LET21000 TUB FNSD BTY  ,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NJK0150,ELECTRA V14 150AH LET19036 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105BJH0080,ELECTRA V14 80AH LET328 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105AJF0135,ELECTRA V14 135AH LE16000 FP FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BW70200,LUM SOLAR 12V200AH 12200LX,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108NKQ0150,TEZ 12V160AH TSTT2236 TT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102CKM0220,LUM 12V220AH TUB FNSD BTY ILTT26048 V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102NKF0080,LUM 12V80AH IST1000 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1116BKZ0080,"LUM 12V80AH LT EX 300 TUB FNSD BTY

",Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1120ELK0220,MERCURY ELITE 220AH DUC BATTERY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103LLJ0145,LUM 12V145AH STT ILTT18000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113ELY0200,LUM SLR TT LPTEX 12200 GRN PLT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113ELZ0100,LUM SLR LPTEX 12100 GRN PLT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1132NKR0135,APCSTT135AH STT DRY BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103BMC0150,LUM 12V150AH ILEX 18K+ GRN PLT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BMB0040,LUM 12V40AH LPTEX 1240 GRN PLT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BKX0060,LUM LPT EX 1260 SOLAR FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BKW0020,LUM LPT EX 1220L SOLAR FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102CMH0150,LUM 12V150AH RED CHARGE 18000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102CMI0200,LUM 12V200AH RED CHARGE 25000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102CLU0200,LUM 12V200AH ILTT 25048 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103BMQ0060,LUM 12V60AH ST ILT6000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CMH0180,TEZ 12V180AH TSTT 2436 FNSD TT BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BMS0090,LUM SOLAR 12V 90AH LPT1290LX FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102BMR0120,12V120AH RED CHARGE 15000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1121ENK0150,SAFE POWER 12V150AH SFP500 DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105NNP0150,ELECTRA 12V150AH LET528 DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1134BNM0055,LUM 12V55AH ILT EX 1255 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1134BNL0035,LUM 12V35AH ILT EX 1235 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1134CNW0160,LUM 12V160AH LT EX 550 GP FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1132BPM0150,APC STJ 12V150AH TUB FNSD BTY V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BPJ0150,TEZ 12V150AH TST1830 TUB FNSD BTY V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BPH0135,TEZ 12V135AH TST1618 TUB FNSD BTY V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BPI0150,TEZ 12V150AH TST1818 TUB FNSD BTY V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105ANY0150,ELECTRA 12V150AH LEM18024 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105ANX0135,ELECTRA 12V135AH LEM16024 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1104ANZ0150,INVA GOLD 12V150AH IGM15024 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102BPL0150,LUM 12V150AH ILTJ 18030 TUB DRY BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1134EQG0160,"LUM 12V160AH LT EX 550 DUC FNSD BTY
",Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1132APV0145,APCBAT145AHFL FP FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BQU0220,TEZ 12V220AH TSTT2636 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BQT0120,TEZ 12V120AH TST1424 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BQN0060,LUM SOLAR 12V60AH LPT1260H 5Y FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BQP0080,LUM SOLAR 12V80AH LPT1280H 5Y FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BQQ0100,LUM SOLAR 12V100AH LPTT12100L 3Y FNSD BT,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BQR0100,LUM SOLAR 12V100AH LPTT12100H 5Y FNSD BT,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BQS0120,LUM SOLAR 12V120AH LPTT12120H 5Y FNSD BT,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105CQZ0145,LUM 12V145AH LETT18000 STT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BRJ0100,TEZ 12V100AH TST1224 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1135CRS0150,12V150AH POWER CHARGE 18000 TT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1135CRT0200,12V200AH POWER CHARGE 25000 TT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1135BRR0120,12V120AH POWER CHARGE 15000 TUB FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BSH0150,TEZ 12V150AH TST1818M FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108LSI0150,TEZ 12V150AH TSSTT 1824M FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CSJ0160,TEZ 12V160AH TSTT 2236M FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CSK0180,TEZ 12V180AH TSTT 2436M FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1136ARU0150,12V150AH  NEO IN18039 FP FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1136ARV0135,12V135AH  NEO IN16039 FP FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108ESC0150,TEZ 12V150AH TSTT EX 2030 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108ESD0180,TEZ 12V180AH TSTT EX 2436 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102MSN0150,LUM 12V150AH EXTT18000 FNSD BTY AF,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105AST0135,ELECTRA 12V135AH LE 3539 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105ASU0155,ELECTRA 12V155AH LE 5539 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105CSS0200,ELECTRA 12V2001H LETT20060 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103BSR0120,LUM 12V120AH ILT14048XL FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108ESE0200,TEZ 12V200AH TSTT EX 25000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105CSX0150,ELECTRA 12V150AH LETT 15036 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105BTA0150,ELECTRA 12V150AH LESTJ 5548  FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1130FTG0150,LUM MAX 12V150AH C10 TT DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102NTD0160,LUM 12V 160AH LT550N FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102NTE0150,LUM 12V 150AH ILTT18048 FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103CTF0180,LUM 12V 180AH ILTT24048 V16 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105CUF0175,ELECTRA 12V175AH LE590TT FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CUG0180,TEZ 12V 180AHTSTT 2436 TT FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105CUD0155,ELECTRA 12V155AH LE568TT FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105CUA0155,ELECTRA 12V155AH LE578TT FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CUE0150,TEZ 12V150AH TSTT 2030 TT FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CUB0160,TEZ 12V160AH TSTT2236 TT FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103EUN0150,LUM INVEREX TTB 12V150AH DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1138EUK0150,12V150AH REDCHARGE EX 18000 DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CVA0150,TEZ 12V150AH TSTT 18000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108CUY0150,TEZ 12V150AH TSTT 1836 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BUZ0150,TEZ 12V150AH TST 150 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BVG0040,TEZ 12V40AH TST 1240L FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BVH0075,TEZ 12V75AH TST 1275L FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BVI0120,TEZ 12V120AH TSTT 12120H FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1108BVJ0150,TEZ 12V150AH TSTT 12150H FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1139BVK0150,LUM 12V 150AH  EC18036 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1109AVQ0150,LUCAS 12V150AH LSL-INV-150 FNSD BTY V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1109BVR0150,LUCAS 12V150AH LST150 FNSD BTY V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103BVP0150,LUM 12V150AH ILT1836 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1105CVW0150,ELECTRA 12V150AH LE 18036TT FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1140CVZ0150,TECHNOPOWER 12V150AH FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1140CWA0180,TECHNOPOWER 12V180AH FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1140CWB0220,TECNOPOWER 12V220AH FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1113BWH0120,LUM SOLAR 12V120AH LPT12120H FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1136ARU0150,Lead Acid Inverter Battery IL18039,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1103CTF0180,LUM 12V 180AH ILTT24048 V16 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1102CLU0200,LUM 12V200AH ILTT 25048 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1102CKM0220,LUM 12V220AH TUB FNSD BTY ILTT26048 V1,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102EWV0150,LUM 12V150AH FUSION150 DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1105ASU0155,ELECTRA 12V155AH LE 5539 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1105AST0135,ELECTRA 12V135AH LE 3539 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1136ARV0135,12V135AH NEO IN16039 FP FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1141BWN0150,INVERGEL 12V150AH IGSTJ 18000 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102EWW0150,LUM 12V150AH LPTEX150 DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102EWX0200,LUM 12V200AH LPTEX200 DUC FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1105CUF0175,ELECTRA 12V175AH LE590TT FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
T1105CSS0200,ELECTRA 12V200AH LETT20060 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103CXF0150,LUM 12150H SOLAR TT PCKLD FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103NXT0150,LUM 12V 150AH ILST 1842 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103NXR0150,LUM 12V 150AH ILTJ18148 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1302MIX0150,12V150AH POWER CHARGE PC18042 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103CXS0150,LUM 12V 150AH ILTT18000N FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103CXU0180,LUM 12V 180AH ILTT24060 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103CXV0220,LUM 12V 220AH ILTT26060 FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1102BYD0080,LUM 12V80AH RP1000ER FNSD BTY,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1139BZA0150,LUM 12V150AH EC18036  FNSD BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
F1103BYR0080,LUM 12V80AH ILST10036 TUB  BTY V16,Battery,ANDHRA PRADESH,05-01-2020,06-01-2020,05-01-2020,06-01-2020,05-01-2020,06-01-2020,1,22.33,add
